model_name,model_type,training_strategy,weights_file,model_file,history_file,test_accuracy,test_loss,best_validation_accuracy,best_validation_accuracy_epoch,best_validation_loss,best_validation_loss_epoch,macro_f1_score,weighted_f1_score,correct_predictions,wrong_predictions,total_test_samples,status,notes
Vision Transformer,Transformer-based Visual Model,ViT trained from scratch using image patches and transformer encoder blocks,/content/drive/MyDrive/Calorify/phase1_clean/models/vit/vit_best_weights.weights.h5,/content/drive/MyDrive/Calorify/phase1_clean/models/vit/vit_best_model.keras,/content/drive/MyDrive/Calorify/phase1_clean/results/vit/vit_training_history.csv,0.5737704634666443,1.612194299697876,0.5116279125213623,20,1.7553852796554565,20,0.5668439500018495,0.5656592076040655,420,312,732,Completed,"ViT was included to represent transformer-based visual modeling. The model was trained from scratch, so performance is expected to be lower than pretrained CNN models such as EfficientNetB0, MobileNetV2, and ResNet50."
