phase,phase_title,notebook_name,completion_time,dataset_version,train_records,validation_records,test_records,baseline_model,baseline_validation_mae,baseline_test_mae,selected_model,selection_basis,selected_model_validation_mae,selected_model_validation_rmse,selected_model_validation_r2,selected_model_test_mae,selected_model_test_rmse,selected_model_test_r2,test_mae_improvement_over_baseline,test_relative_mae_improvement_percent,deep_learning_experiment_1,deep_learning_experiment_1_validation_mae,deep_learning_experiment_2,deep_learning_experiment_2_validation_mae,final_model_file,calorie_prediction_function_ready,important_note
Phase 2,Text-Based Calorie Estimation Experiments,Phase2_02_TextCalorieModeling.ipynb,2026-05-12 20:11:30,cleaned_text_calorie_dataset_v2,310,66,67,Class Average Baseline,179.8768935206791,153.12440528592873,TF-IDF + Ridge Tuned,Lowest validation MAE,150.19804948034061,191.37666482377404,0.3473446406354038,147.87527856096102,187.09759922254472,0.2893153432185298,5.249126724967709,3.428014440393111,Embedding + GlobalAveragePooling Regression,164.09953770493016,Bidirectional LSTM Regression,168.5139809810754,/content/drive/MyDrive/Calorify/phase2_text_calorie/models/tfidf_ridge_best_calorie_model.joblib,True,The selected model estimates calories from recipe text and ingredients. Predictions are approximate and should not be treated as exact medical-grade calorie measurements.
