model_name,model_type,model_file,history_file,test_accuracy,test_loss,best_validation_accuracy,best_validation_loss,macro_f1_score,weighted_f1_score,correct_predictions,wrong_predictions,status,notes
Custom CNN From Scratch,Baseline CNN,/content/drive/MyDrive/Calorify/phase1_clean/models/custom_cnn_from_scratch.keras,/content/drive/MyDrive/Calorify/phase1_clean/results/custom_cnn_history.csv,0.505464494228363,1.5210717916488647,0.485636,1.55456,0.494678,0.493573,370,362,Completed,"Custom CNN was used as a baseline model. The model achieved moderate performance and showed limitations on visually similar food classes, motivating the use of pretrained transfer learning models."
