loss,mae,val_loss,val_mae,learning_rate
0.11328893899917603,0.25735336542129517,0.06321850419044495,0.18437084555625916,0.0010000000474974513
0.052226170897483826,0.1740831434726715,0.055011942982673645,0.17866604030132294,0.0010000000474974513
0.04311194270849228,0.15229666233062744,0.05171580985188484,0.1837565153837204,0.0010000000474974513
0.038893237709999084,0.14987696707248688,0.05176452174782753,0.18326933681964874,0.0010000000474974513
0.022468024864792824,0.11062964051961899,0.049999695271253586,0.17943133413791656,0.0010000000474974513
0.017405889928340912,0.09585326164960861,0.04975999519228935,0.1749614179134369,0.0010000000474974513
0.015503203496336937,0.08670307695865631,0.05297575145959854,0.1722525656223297,0.0010000000474974513
0.016910163685679436,0.09688076376914978,0.056252237409353256,0.1773022711277008,0.0010000000474974513
0.02289765141904354,0.11781013011932373,0.08739963173866272,0.22520606219768524,0.0010000000474974513
0.026114633306860924,0.12751922011375427,0.09406908601522446,0.23061949014663696,0.0010000000474974513
0.034944042563438416,0.1494307518005371,0.06531389057636261,0.19553932547569275,0.0010000000474974513
0.025581911206245422,0.12731513381004333,0.05043801665306091,0.18033139407634735,0.0010000000474974513
0.016843777149915695,0.09869357943534851,0.05017073079943657,0.17287112772464752,0.0010000000474974513
0.007756388746201992,0.06662514060735703,0.050291385501623154,0.1729985773563385,0.0005000000237487257
0.005896801128983498,0.05769667401909828,0.05033009126782417,0.1718936711549759,0.0005000000237487257
0.006884275935590267,0.06342055648565292,0.04957481473684311,0.170230433344841,0.0005000000237487257
0.007134996820241213,0.06115473434329033,0.05016542971134186,0.17033137381076813,0.0005000000237487257
0.00656099570915103,0.056937605142593384,0.049449410289525986,0.16845490038394928,0.0005000000237487257
0.00552179291844368,0.05580215901136398,0.049242500215768814,0.17026346921920776,0.0005000000237487257
0.004958441015332937,0.050970762968063354,0.04967648535966873,0.1698070764541626,0.0005000000237487257
0.005376394372433424,0.05302022024989128,0.050077278167009354,0.17027761042118073,0.0005000000237487257
0.0044390177354216576,0.04733658581972122,0.051484085619449615,0.17403313517570496,0.0005000000237487257
0.0053741722367703915,0.05428750440478325,0.0495222844183445,0.1696135699748993,0.0005000000237487257
0.004472551867365837,0.04884101077914238,0.049781884998083115,0.1701614260673523,0.0005000000237487257
0.0038111060857772827,0.045384593307971954,0.0509270578622818,0.17146149277687073,0.0005000000237487257
0.004072854295372963,0.04706032574176788,0.048501886427402496,0.16851398348808289,0.0005000000237487257
0.004853598773479462,0.0479196161031723,0.0498703271150589,0.16943371295928955,0.0005000000237487257
0.004739492665976286,0.05023914948105812,0.04986137896776199,0.17074212431907654,0.0005000000237487257
0.0040004369802773,0.04613930359482765,0.05097175016999245,0.171956405043602,0.0005000000237487257
0.004645708482712507,0.04818618297576904,0.05048253387212753,0.17079953849315643,0.0005000000237487257
0.003805682761594653,0.0427698977291584,0.05207577720284462,0.1750464141368866,0.0005000000237487257
0.005629905499517918,0.0495886504650116,0.04968810826539993,0.1701062023639679,0.0005000000237487257
0.0036741788499057293,0.04349438473582268,0.05055997148156166,0.17198432981967926,0.0005000000237487257
0.0039306990802288055,0.043803825974464417,0.05144461989402771,0.17400500178337097,0.0002500000118743628
0.004363614600151777,0.04641479626297951,0.051950737833976746,0.17552277445793152,0.0002500000118743628
0.003801285056397319,0.04396615922451019,0.05135852098464966,0.17353320121765137,0.0002500000118743628
0.004898688290268183,0.04587104544043541,0.05002305656671524,0.17029814422130585,0.0002500000118743628
0.0036555828992277384,0.04333622381091118,0.051404859870672226,0.17486223578453064,0.0002500000118743628
0.0035257951822131872,0.04072684422135353,0.04974208027124405,0.17092107236385345,0.0002500000118743628
0.004115516319870949,0.04184487834572792,0.05072047561407089,0.17271724343299866,0.0002500000118743628
0.0035597477108240128,0.043474968522787094,0.05031321197748184,0.17114652693271637,0.0001250000059371814
0.003409754950553179,0.04111253842711449,0.05046384409070015,0.17177483439445496,0.0001250000059371814
0.003264193655923009,0.040358975529670715,0.050504766404628754,0.17249569296836853,0.0001250000059371814
0.0033765665721148252,0.04136848449707031,0.05049949884414673,0.17255735397338867,0.0001250000059371814
