model_name,model_type,training_strategy,weights_file,history_file,test_accuracy,test_loss,best_validation_accuracy,best_validation_loss,best_epoch,macro_f1_score,weighted_f1_score,correct_predictions,wrong_predictions,status,notes
MobileNetV2 Transfer Learning,Pretrained CNN / Transfer Learning,Frozen MobileNetV2 base + custom classification head,/content/drive/MyDrive/Calorify/phase1_clean/models/mobilenetv2_transfer_learning.weights.h5,/content/drive/MyDrive/Calorify/phase1_clean/results/mobilenetv2_history.csv,0.8552,0.4767,0.856361,0.51824,8,0.85543,0.855841,626,106,Completed,"MobileNetV2 significantly outperformed the Custom CNN baseline. The model achieved strong test accuracy and high F1-scores across most classes. Remaining errors mainly occurred in visually similar or noisy samples such as steak/chicken, rice/pasta, and sandwich/pizza."
