source_site,food_class,query,recipe_name,ingredients_text,calories,protein,fat,carbs,source_url,scraped_at
bbc_good_food,fries,homemade chips,Best chewy chocolate chip cookies,"150g butter softened 150g soft brown sugar golden caster sugar, or ideally half of each 1 egg 1 tsp vanilla extract 180-200g  plain flour (see tip below) ½ tsp  baking powder 200g chocolate chips or chopped chocolate",291.0,3.0,15.0,34.0,https://www.bbcgoodfood.com/recipes/chewy-chocolate-chip-cookies,2026-05-12 00:41:01
bbc_good_food,fries,homemade chips,Classic homemade coleslaw,"1 small white  cabbage or ½ large 4 carrots peeled 1 large  red onion ½ small bunch  dill chives, parsley or coriander, finely chopped (optional) 1 tbsp  Dijon mustard 50g  mayonnaise 50g  yogurt soured cream or more mayo 1-2 tbsp  white wine vinegar a few pinches of  paprika",94.0,2.0,5.0,8.0,https://www.bbcgoodfood.com/recipes/classic-homemade-coleslaw,2026-05-12 00:41:05
bbc_good_food,fries,homemade chips,Chip shop curry sauce,50g butter 2 large onions sliced 4 garlic cloves sliced thumb-sized piece ginger peeled and sliced 3 tbsp mild curry powder 1 tsp turmeric 50g raisins 3 tbsp malt vinegar 1 star anise 500ml chicken stock or vegetable stock for vegetarians 2 tbsp cornflour lemon juice to taste,124.0,3.0,6.0,13.0,https://www.bbcgoodfood.com/recipes/chip-shop-curry-sauce,2026-05-12 00:41:06
bbc_good_food,fries,homemade chips,Homemade granola,2 tbsp vegetable oil 125ml maple syrup 2 tbsp honey 1 tsp vanilla extract 300g rolled oats 50g sunflower seed 4 tbsp sesame seeds 50g pumpkin seeds 100g flaked almond 100g dried berries (find them in the baking aisle) 50g coconut flakes or desiccated coconut,273.0,7.0,13.0,30.0,https://www.bbcgoodfood.com/recipes/good-you-granola,2026-05-12 00:41:08
bbc_good_food,fries,homemade chips,Next level chocolate chip cookies,"125g unsalted butter 100g plain flour 100g rye flour 1 tsp sea salt flakes, plus extra for sprinkling 1 tsp baking powder ¼ tsp bicarbonate of soda 200g light brown soft sugar 100g golden caster sugar 1 large egg plus 2 large yolks 1 tsp vanilla extract 200g chocolate chopped into small chunks (choose dark or milk, or a mixture of the two)",346.0,4.0,16.0,44.0,https://www.bbcgoodfood.com/recipes/next-level-chocolate-chip-cookies,2026-05-12 00:41:10
bbc_good_food,fries,homemade chips,Homemade custard,200ml double cream 700ml whole milk 4 large egg yolks 3 tbsp cornflour 100g caster sugar 1 tsp vanilla extract,284.0,5.0,20.0,22.0,https://www.bbcgoodfood.com/recipes/homemade-custard,2026-05-12 00:41:11
bbc_good_food,fries,homemade chips,Chocolate chip shortbread,300g plain flour 200g cold salted butter cubed 1 large egg yolk 100g caster sugar plus extra to sprinkle 80g milk or dark chocolate chips,249.0,3.0,14.0,27.0,https://www.bbcgoodfood.com/recipes/chocolate-chip-shortbread,2026-05-12 00:41:14
bbc_good_food,fries,homemade chips,Homemade pasta,"300g ‘00’ pasta flour plus extra for dusting 2 eggs and 4 yolks, lightly beaten semolina flour for dusting",200.0,7.0,6.0,29.0,https://www.bbcgoodfood.com/recipes/fresh-pasta,2026-05-12 00:41:21
bbc_good_food,fries,homemade chips,Homemade hot chocolate,"250ml  milk of your choice 1 tbsp  cocoa 1-2 tbsp  soft light brown sugar 25g dark or plain  chocolate finely chopped, plus a grating to serve 1 tbsp  whipped cream or squirty cream",438.0,12.0,22.0,47.0,https://www.bbcgoodfood.com/recipes/homemade-hot-chocolate,2026-05-12 00:41:22
bbc_good_food,fries,homemade chips,Pizza with homemade sauce,300g strong white bread flour plus extra for dusting 1 tsp instant yeast 1 tbsp olive oil 1 tbsp olive oil plus a drizzle 2 garlic cloves crushed 200ml passata 8 mozzarella pearls halved small bunch fresh basil,511.0,22.0,20.0,59.0,https://www.bbcgoodfood.com/recipes/pizza-homemade-sauce,2026-05-12 00:41:24
bbc_good_food,fries,homemade chips,Homemade tomato chutney,500g red onion finely sliced 1kg tomato chopped 4 garlic cloves sliced 1 red chilli chopped (optional) 4cm piece ginger peeled and chopped 250g brown sugar 150ml red wine vinegar 5 cardamom seeds ½ tsp paprika,35.0,0.3,,8.0,https://www.bbcgoodfood.com/recipes/homemade-tomato-chutney,2026-05-12 00:41:26
bbc_good_food,fries,homemade chips,Chocolate chip traybake,190ml rapeseed oil plus extra for the tin 250g plain flour 80g cocoa powder 3 tsp baking powder 300g light brown soft sugar 350ml whole milk 2 tsp vanilla extract 2 large eggs 100g white chocolate chips 150g butter cubed 200g icing sugar sieved 4 tsp cocoa powder 2 tbsp milk,220.0,3.0,12.0,24.0,https://www.bbcgoodfood.com/recipes/chocolate-chip-traybake,2026-05-12 00:41:28
bbc_good_food,fries,homemade chips,Banana bread,"140g butter softened, plus extra for the tin 140g caster sugar 2 large eggs beaten 140g self-raising flour 1 tsp baking powder 2 very ripe  bananas mashed 50g icing sugar handful dried banana chips for decoration",268.0,3.0,13.0,34.0,https://www.bbcgoodfood.com/recipes/brilliant-banana-loaf,2026-05-12 00:41:31
bbc_good_food,fries,homemade chips,Homemade sourdough bread,"50g strong white flour to start, then 25g extra a day for 6 days 50g strong wholemeal flour to start, then 25g extra a day for 6 days 450g strong white flour plus extra for dusting 50g wholemeal flour 10g fine salt 100g sourdough starter (see above)",202.0,7.0,1.0,41.0,https://www.bbcgoodfood.com/recipes/homemade-sourdough-bread,2026-05-12 00:41:34
bbc_good_food,fries,potato wedges,Chilli con carne recipe,"1 large onion 1 red pepper 2 garlic cloves 1 tbsp oil 1 heaped tsp hot chilli powder (or 1 level tbsp if you only have mild) 1 tsp paprika 1 tsp ground cumin 500g lean minced beef 1 beef stock cube 400g can chopped tomatoes ½ tsp dried marjoram 1 tsp sugar (or add a thumbnail-sized piece of dark chocolate along with the beans instead, see tip) 2 tbsp tomato purée 410g can red kidney beans plain boiled long grain rice to serve soured cream to serve",380.0,33.0,16.08,21.09,https://www.bbcgoodfood.com/recipes/chilli-con-carne-recipe,2026-05-12 00:42:17
bbc_good_food,fries,potato wedges,Potato wedge tortilla,1  large potato 1 tbsp sunflower oil 1  small onion halved and sliced 1 red pepper seeded and cut into chunks 6 eggs handful of grated cheddar preferably mature,467.0,28.0,30.0,23.0,https://www.bbcgoodfood.com/recipes/potato-wedge-tortilla,2026-05-12 00:42:18
bbc_good_food,fries,potato wedges,Vegan chickpea curry jacket potatoes,"4 sweet potatoes 1 tbsp coconut oil 1 ½ tsp  cumin seeds 1 large onion diced 2 garlic cloves crushed thumb-sized piece of ginger finely grated 1 green chilli finely chopped 1 tsp garam masala 1 tsp ground coriander ½ tsp turmeric 2 tbsp tikka masala paste 2 x 400g can  chopped tomatoes 2 x 400g can  chickpeas drained lemon wedges and coriander leaves, to serve",276.0,12.0,9.0,32.0,https://www.bbcgoodfood.com/recipes/vegan-chickpea-curry-jacket-potato,2026-05-12 00:42:19
bbc_good_food,pasta,chicken pasta,Chicken & chorizo jambalaya,1 tbsp olive oil 2 chicken breasts chopped 1 onion diced 1 red pepper thinly sliced 2 garlic cloves crushed 75g chorizo sliced 1 tbsp Cajun seasoning 250g long grain rice 400g can plum tomato 350ml chicken stock,445.0,30.0,10.0,64.0,https://www.bbcgoodfood.com/recipes/chicken-chorizo-jambalaya,2026-05-12 00:43:31
bbc_good_food,pasta,chicken pasta,Chicken tikka pasties,"½ tbsp sunflower oil 1 onion finely chopped 2 garlic cloves finely grated or crushed thumb-sized piece of ginger peeled and finely grated 4 boneless, skinless chicken thighs, cut into small chunks 5 tbsp tikka curry paste 227g can chopped tomatoes 2 tsp light brown soft sugar 100ml double cream 350g plain flour plus extra for dusting 175g cold unsalted butter cut into cubes 1 tsp caraway seeds (optional) 1 tsp cumin seeds (optional) 1 egg yolk (freeze the white for another recipe), plus 1 beaten egg",493.0,13.0,31.0,39.0,https://www.bbcgoodfood.com/recipes/chicken-tikka-pasties,2026-05-12 00:43:42
bbc_good_food,pasta,chicken pasta,Chicken stroganoff,"2 tbsp olive oil 4 skinless chicken breasts cut into chunks 2 onions finely chopped 4 garlic cloves crushed 1 tbsp sweet paprika 400ml chicken stock 4 tsp Dijon mustard 2 tbsp Worcestershire sauce 200g soured cream or crème fraiche a large handful of parsley chopped rice mash or pasta, to serve",425.0,43.0,23.0,11.0,https://www.bbcgoodfood.com/recipes/chicken-stroganoff,2026-05-12 00:43:46
bbc_good_food,pasta,chicken pasta,Chicken & chorizo ragu,"120g cooking chorizo chopped 1 red onion chopped 2 garlic cloves grated 1 tsp hot smoked paprika 80g sundried tomatoes roughly chopped 600g skinless and boneless chicken thighs 400g can chopped tomatoes 100ml chicken stock 1 lemon juiced jacket potatoes chopped parsley and soured cream, to serve (optional)",420.0,41.0,20.0,16.0,https://www.bbcgoodfood.com/recipes/chicken-chorizo-ragu,2026-05-12 00:43:49
bbc_good_food,chicken,grilled chicken,Grilled aubergines with spicy chickpeas & walnut sauce,"4 tbsp olive oil 1 onion finely chopped 1 red chilli deseeded and finely chopped 2cm piece  ginger finely chopped &frac12; tsp each ground cumin coriander and cinnamon 400g can chickpeas rinsed and drained 200g tomatoes chopped juice &frac12; lemon 2 aubergines sliced lengthways 200g tub Greek-style yogurt 1 garlic clove crushed 25g walnuts chopped handful coriander leaves, roughly chopped",640.0,22.0,45.0,39.0,https://www.bbcgoodfood.com/recipes/grilled-aubergines-spicy-chickpeas-walnut-sauce,2026-05-12 00:46:29
bbc_good_food,salad,caesar salad,Caesar pitta,"1 tsp lemon juice ½ small garlic clove crushed 1 tbsp fat-free Greek yogurt 1 tbsp lighter mayonnaise ¼ tsp mustard powder 1 brown anchovy rinsed and finely chopped ½ tbsp grated parmesan 1 small skinless cooked chicken breast, or 80g cooked chicken, shredded ¼ small cucumber cubed 3 cherry tomatoes halved 4 Little Gem lettuce leaves, shredded 1 wholemeal pitta bread",461.0,40.0,17.0,34.0,https://www.bbcgoodfood.com/recipes/caesar-pitta,2026-05-12 00:48:14
bbc_good_food,salad,caesar salad,Spaghetti & meatballs,"8 good-quality pork sausages 1 kg beef mince 1 onion finely chopped ½ a large bunch  flat-leaf parsley finely chopped 85g parmesan grated, plus extra to serve (optional) 100g fresh breadcrumbs 2 eggs beaten with a fork olive oil for roasting spaghetti to serve (about 100g per portion) 3 tbsp olive oil 4 garlic cloves crushed 4 x 400g cans  chopped tomatoes 125ml red wine (optional) 3 tbsp caster sugar ½ a large bunch of flat-leaf parsley finely chopped few basil leaves (optional)",888.0,44.0,35.0,95.0,https://www.bbcgoodfood.com/recipes/spaghetti-meatballs,2026-05-12 00:48:15
bbc_good_food,salad,caesar salad,Chicken schnitzel caesar,"2 skinless chicken breasts about 150g each 30g plain flour 2 eggs beaten 75g panko breadcrumbs 1 egg yolk 1 tbsp Dijon mustard 1 tbsp cider vinegar 1 large garlic clove finely grated 4 salted anchovies finely chopped 3 tbsp vegetable oil 20g butter ½ lemon juiced 1 large Little Gem lettuce or cos lettuce, broken into bite-sized pieces 125ml olive oil 75g parmesan 25g finely grated, 50g shaved 4 cured anchovies (optional) lemon wedges, to serve",985.0,65.0,60.0,42.0,https://www.bbcgoodfood.com/recipes/chicken-schnitzel-caesar,2026-05-12 00:48:19
bbc_good_food,sandwich,sandwich,Classic Victoria sandwich recipe,200g caster sugar 200g softened butter 4 eggs beaten 200g self-raising flour 1 tsp  baking powder 2 tbsp milk 100g butter softened 140g icing sugar sifted drop vanilla extract (optional) half a 340g jar good-quality strawberry jam icing sugar to decorate,507.0,5.0,27.05,61.02,https://www.bbcgoodfood.com/recipes/classic-victoria-sandwich-recipe,2026-05-12 00:48:29
bbc_good_food,sandwich,sandwich,Classic sponge sandwich,200g soft butter plus extra for greasing 200g self-raising flour 1 tsp baking powder 200g golden caster sugar 4 eggs 2 tbsp milk 142ml double cream 50g golden caster sugar ½ tsp vanilla extract 100g strawberry conserve icing sugar for dusting,568.0,7.0,34.0,62.0,https://www.bbcgoodfood.com/recipes/classic-sponge-sandwich,2026-05-12 00:48:32
bbc_good_food,sandwich,sandwich,"Lemon, raspberry & almond victoria sandwich","225g salted butter softened, plus extra for the tin 75g toasted almonds 225g golden caster sugar 1 tsp  vanilla or almond extract 2 lemons zested 2 tbsp  milk 4 medium eggs at room temperature (use ‘golden yolk’ eggs for a rich yellow sponge) 125g self-raising flour 100g ground almonds ½ tsp baking powder 250 raspberries 250ml double cream 100g mascarpone 2-3 tbsp  icing sugar plus extra for dusting 1 tsp vanilla or almond extract",529.0,9.0,40.0,32.0,https://www.bbcgoodfood.com/recipes/lemon-raspberry-almond-victoria-sandwich,2026-05-12 00:48:47
bbc_good_food,sandwich,sandwich,Pink marble sandwich cake,"225g butter at room temperature, plus extra for the tin 225g golden caster sugar 225g self-raising flour 4 large eggs lightly beaten 4 tbsp seedless raspberry jam a few drops of pink food colouring (optional) 1 tsp vanilla extract 1-2 tbsp icing sugar for dusting 200g white chocolate chopped 100ml double cream",460.0,6.0,27.0,47.0,https://www.bbcgoodfood.com/recipes/pink-marble-sandwich-cake,2026-05-12 00:49:09
bbc_good_food,sandwich,club sandwich,The breakfast club,"3 tbsp sunflower oil 4 frozen hash browns 3 pork sausages 4 rashers smoked back bacon 15g butter plus extra for spreading 100g chestnut mushrooms sliced 2 eggs 400g can baked beans 6 slices white bread butter ketchup and brown sauce, to serve",991.0,41.0,51.0,85.0,https://www.bbcgoodfood.com/recipes/the-breakfast-club,2026-05-12 00:49:28
bbc_good_food,sandwich,club sandwich,Ultimate chocolate cake,"200g dark chocolate (about 60% cocoa solids), chopped 200g butter cubed 1 tbsp instant coffee granules 85g self-raising flour 85g plain flour ¼ tsp bicarbonate of soda 200g light muscovado sugar 200g golden caster sugar 25g cocoa powder 3 medium  eggs 75ml buttermilk 50g grated chocolate or 100g curls, to decorate 200g dark chocolate (about 60% cocoa solids), chopped 300ml double cream 2 tbsp golden caster sugar golden caster sugar",541.0,6.0,35.0,55.0,https://www.bbcgoodfood.com/recipes/ultimate-chocolate-cake,2026-05-12 00:49:30
bbc_good_food,sandwich,club sandwich,Vegetarian club,3 slices  granary bread 1 large handful watercress 1 carrot peeled and coarsely grated small squeeze  lemon juice 1 tbsp  olive oil 2 dessertspoons reduced-fat hummus 2 tomatoes thickly sliced,299.0,11.0,7.0,50.0,https://www.bbcgoodfood.com/recipes/vegetarian-club,2026-05-12 00:49:32
bbc_good_food,sandwich,chicken sandwich,Chicken & chorizo jambalaya,1 tbsp olive oil 2 chicken breasts chopped 1 onion diced 1 red pepper thinly sliced 2 garlic cloves crushed 75g chorizo sliced 1 tbsp Cajun seasoning 250g long grain rice 400g can plum tomato 350ml chicken stock,445.0,30.0,10.0,64.0,https://www.bbcgoodfood.com/recipes/chicken-chorizo-jambalaya,2026-05-12 00:49:34
bbc_good_food,sandwich,chicken sandwich,Chicken pasta bake,"4 tbsp olive oil 1 onion finely chopped 2 garlic cloves crushed ¼ tsp chilli flakes 2 x 400g cans chopped tomatoes 1 tsp caster sugar 6 tbsp mascarpone 4 skinless chicken breasts, sliced into strips 300g penne 70g mature cheddar grated 50g grated mozzarella ½ small bunch of parsley finely chopped",575.0,33.0,30.0,41.0,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,2026-05-12 00:49:37
bbc_good_food,sandwich,chicken sandwich,'Marry me' chicken,"30g plain flour 4 chicken breasts 125g sundried tomatoes in oil, drained and roughly chopped, 3 tbsp oil reserved 1 red onion finely chopped 3 garlic cloves crushed or finely grated ½ - 1 tsp chilli flakes (to taste) 2-3   thyme or oregano sprigs leaves picked, or 1 tsp mixed dried herbs 150ml double cream 250ml chicken stock 35g parmesan grated 8-10 basil leaves torn, to serve lemon wedges to serve (optional)",584.0,38.0,38.0,21.0,https://www.bbcgoodfood.com/recipes/marry-me-chicken,2026-05-12 00:49:38
bbc_good_food,sandwich,chicken sandwich,Easy coronation chicken,6 tbsp mayonnaise 2-3 tsp mild curry powder to taste ½ tsp ground cinnamon 2 tbsp mango chutney 1-3 tbsp sultanas or to taste 500g shredded cooked chicken,257.0,26.0,14.0,6.0,https://www.bbcgoodfood.com/recipes/easy-coronation-chicken,2026-05-12 00:49:40
bbc_good_food,sandwich,chicken sandwich,Chicken korma,"1 onion chopped 2 garlic cloves roughly chopped thumb-sized piece ginger roughly chopped 4 tbsp korma paste 4 skinless, boneless chicken breasts cut into bite-sized pieces 50g ground almonds plus extra to serve (optional) 4 tbsp sultanas 400ml chicken stock ¼ tsp golden caster sugar 150g pot 0% fat Greek yogurt small bunch coriander chopped",376.0,40.0,11.0,28.0,https://www.bbcgoodfood.com/recipes/chicken-korma,2026-05-12 00:49:41
bbc_good_food,sandwich,chicken sandwich,Chicken noodle soup,"900ml chicken or vegetable stock (or Miso soup mix) 1 boneless, skinless chicken breast (about 175g) 1 tsp chopped  fresh ginger 1 garlic clove finely chopped 50g rice or wheat noodles 2 tbsp  sweetcorn canned or frozen 2-3 mushrooms thinly sliced 2 spring onions shredded 2 tsp  soy sauce plus extra for serving mint or basil leaves and a little shredded chilli (optional), to serve",266.0,34.0,2.0,26.0,https://www.bbcgoodfood.com/recipes/chicken-noodle-soup,2026-05-12 00:49:42
bbc_good_food,sandwich,chicken sandwich,Chicken tikka masala,"4 tbsp vegetable oil 25g butter 4 onions roughly chopped 6 tbsp chicken tikka masala paste (use shop-bought or make your own – see recipe, below) 2 red peppers deseeded and cut into chunks 8 boneless, skinless chicken breasts cut into 2.5cm cubes 2 x 400g cans  chopped tomatoes 4 tbsp tomato purée 2-3 tbsp  mango chutney 150ml double cream 150ml natural  yogurt chopped  coriander leaves, to serve",345.0,31.0,19.0,13.0,https://www.bbcgoodfood.com/recipes/chicken-tikka-masala,2026-05-12 00:49:44
bbc_good_food,sandwich,chicken sandwich,Thai green chicken curry,"225g new potatoes cut into chunks 100g green beans trimmed and halved 1 tbsp vegetable or sunflower oil 1 garlic clove chopped 1 rounded tbsp or 4 tsp Thai green curry paste (you can't fit the tablespoon into some of the jars) 400ml can coconut milk 2 tsp Thai fish sauce 1 tsp caster sugar 450g boneless skinless chicken (breasts or thighs), cut into bite-size pieces 2 lime leaves finely shredded, or 3 wide strips lime zest, plus extra to garnish good handful of basil leaves boiled rice to serve",275.0,17.0,19.0,9.0,https://www.bbcgoodfood.com/recipes/thai-green-chicken-curry,2026-05-12 00:49:47
bbc_good_food,sandwich,chicken sandwich,Chicken satay salad,"1 tbsp tamari 1 tsp medium curry powder ¼ tsp ground cumin 1 garlic clove finely grated 1 tsp clear honey 2 skinless chicken breast fillets (or use turkey breast) 1 tbsp crunchy peanut butter (choose a sugar-free version with no palm oil, if possible) 1 tbsp sweet chilli sauce 1 tbsp lime juice sunflower oil for wiping the pan 2 Little Gem lettuce hearts, cut into wedges ¼ cucumber halved and sliced 1 banana shallot halved and thinly sliced coriander chopped seeds from ½ pomegranate",353.0,38.0,10.0,24.0,https://www.bbcgoodfood.com/recipes/chicken-satay-salad,2026-05-12 00:49:50
bbc_good_food,sandwich,chicken sandwich,Chinese chicken curry,4 skinless chicken breasts cut into chunks (or use thighs or drumsticks) 2 tsp cornflour 1 onion diced 2 tbsp rapeseed oil 1 garlic clove crushed 2 tsp curry powder 1 tsp turmeric ½ tsp ground ginger pinch sugar 400ml chicken stock 1 tsp soy sauce handful frozen peas rice to serve,264.0,40.0,8.0,7.0,https://www.bbcgoodfood.com/recipes/chinese-chicken-curry,2026-05-12 00:49:54
bbc_good_food,sandwich,chicken sandwich,Chicken arrabbiata stew & parmesan dumplings,2 tbsp olive oil 1 onion thinly sliced 8 skinless and boneless chicken thighs halved 2 large garlic cloves crushed 1-1½ tsp chilli flakes 4 tbsp sun-dried tomato pesto 250ml chicken stock 2 x 400g can chopped tomatoes 5 thyme sprigs tied 2 tsp sugar ½ small bunch of parsley finely chopped 80g cold unsalted butter cubed 150g self-raising flour 80g parmesan grated 50-60ml milk,512.0,24.0,33.0,29.0,https://www.bbcgoodfood.com/recipes/chicken-arrabbiata-stew-parmesan-dumplings,2026-05-12 00:49:58
bbc_good_food,sandwich,chicken sandwich,Chicken jalfrezi,"½ large onion roughly chopped 2 garlic cloves chopped 1 green chilli finely chopped vegetable oil for frying 400g can plum tomatoes 1 tbsp ground coriander 1 tbsp ground cumin 1 tsp turmeric 2-3 chicken breasts diced 1 tsp ground cumin 1 tsp ground coriander 1 tsp turmeric ½ large onion sliced 1 red pepper chopped 2 red chillies finely chopped (optional) 2 tsp garam masala handful of fresh, chopped coriander leaves cooked basmati rice or naan bread to serve",284.0,33.0,10.0,13.0,https://www.bbcgoodfood.com/recipes/chicken-jalfrezi,2026-05-12 00:49:59
bbc_good_food,sandwich,chicken sandwich,Honey chicken,"4 chicken breasts (about 600g), trimmed and cut into 2-3cm cubes 2 tbsp plain flour 40g piece of ginger peeled and finely grated 4 garlic cloves finely chopped 6 tbsp soy sauce 5 tbsp honey ½-1 lemon, juiced 1 tbsp sunflower, vegetable, rice bran or rapeseed oil cooked rice and steamed broccoli, to serve (optional)",333.0,36.0,6.0,35.0,https://www.bbcgoodfood.com/recipes/honey-chicken,2026-05-12 00:50:01
bbc_good_food,sandwich,chicken sandwich,Easy chicken casserole,"2 tbsp sunflower oil 400g boneless, skinless chicken thigh trimmed and cut into chunks 1 onion finely chopped 3 carrots finely chopped 3 celery sticks, finely chopped 2 thyme sprigs or &frac12; tsp dried 1 bay leaf fresh or dried 600ml vegetable or chicken stock 2 x 400g / 14oz cans haricot beans drained chopped parsley to serve",348.0,31.0,13.0,20.0,https://www.bbcgoodfood.com/recipes/chicken-white-bean-stew,2026-05-12 00:50:02
bbc_good_food,sandwich,chicken sandwich,Cajun chicken pasta,"1 tbsp olive oil 400g chicken breasts chopped into large chunks 3 garlic cloves finely chopped or grated 2 tbsp Cajun-style seasoning 400g can chopped tomatoes or passata 1 chicken stock cube crumbled 500g penne or another tube- shaped pasta 150ml double cream 20g parmesan finely grated, plus extra to serve ½ lemon juiced chopped parsley to serve (optional)",555.0,28.0,20.0,63.0,https://www.bbcgoodfood.com/recipes/cajun-chicken-one-pot,2026-05-12 00:50:04
bbc_good_food,sandwich,chicken sandwich,Pulled chicken & black bean chilli,"2 tbsp sunflower oil 2 onions sliced 4 boneless, skinless chicken thighs 3 garlic cloves finely chopped 1 tbsp oregano 1 tsp cumin seeds 3 tbsp chipotle in adobo or 1 tsp chipotle paste 350g passata 1⁄2 chicken stock shot or cube 400g can black beans drained but not rinsed 1⁄2 lime juiced cooked rice or tortillas, coriander, feta, lime wedges and chopped red onion, to serve (optional)",256.0,19.0,10.0,18.0,https://www.bbcgoodfood.com/recipes/pulled-chicken-black-bean-chilli,2026-05-12 00:50:08
bbc_good_food,sandwich,chicken sandwich,Chicken stroganoff,"2 tbsp olive oil 4 skinless chicken breasts cut into chunks 2 onions finely chopped 4 garlic cloves crushed 1 tbsp sweet paprika 400ml chicken stock 4 tsp Dijon mustard 2 tbsp Worcestershire sauce 200g soured cream or crème fraiche a large handful of parsley chopped rice mash or pasta, to serve",425.0,43.0,23.0,11.0,https://www.bbcgoodfood.com/recipes/chicken-stroganoff,2026-05-12 00:50:10
bbc_good_food,sandwich,chicken sandwich,Chicken & chorizo ragu,"120g cooking chorizo chopped 1 red onion chopped 2 garlic cloves grated 1 tsp hot smoked paprika 80g sundried tomatoes roughly chopped 600g skinless and boneless chicken thighs 400g can chopped tomatoes 100ml chicken stock 1 lemon juiced jacket potatoes chopped parsley and soured cream, to serve (optional)",420.0,41.0,20.0,16.0,https://www.bbcgoodfood.com/recipes/chicken-chorizo-ragu,2026-05-12 00:50:12
bbc_good_food,sandwich,chicken sandwich,Easy chicken curry,"2 tbsp sunflower oil 1 onion thinly sliced 2 garlic cloves crushed thumb-sized piece of ginger grated 6 chicken thighs boneless and skinless 3 tbsp medium spice paste (tikka works well) 400g can chopped tomatoes 100g Greek yogurt 1 small bunch of coriander leaves chopped 50g ground almonds naan breads or cooked basmati rice, to serve",354.0,24.0,23.0,10.0,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,2026-05-12 00:50:13
bbc_good_food,sandwich,chicken sandwich,Sweet & sour chicken,"sunflower or vegetable oil for frying 100ml soda water chilled 140g self-raising flour 25g cornflour 4 skinless, boneless chicken breasts cut into chunks spring onions finely shredded, to serve 1 red pepper deseeded and chopped into chunks 3 red chillies 1 cut into chunks, 2 halved and deseeded 425g can pineapple chunks, drained and juice reserved 4 star anise 50g tamarind paste 100g caster sugar 100ml rice wine vinegar or Chinese vinegar",654.0,38.0,20.0,82.0,https://www.bbcgoodfood.com/recipes/sweet-sour-chicken,2026-05-12 00:50:14
bbc_good_food,sandwich,grilled cheese sandwich,Cauliflower cheese,"1 large cauliflower (leaves cut off), broken into pieces 500ml milk 4 tbsp flour 50g butter 100g strong cheddar grated 2-3 tbsp breadcrumbs if you have them",299.0,12.0,17.0,22.07,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-0,2026-05-12 00:50:18
bbc_good_food,sandwich,grilled cheese sandwich,Best ever macaroni cheese recipe,"50g baguette cut into small chunks 2 tbsp butter plus 1 tbsp melted 350g spiral or other short pasta 1 garlic clove finely chopped 1 tsp English mustard powder 3 tbsp plain flour 500ml whole milk 250g vegetarian mature cheddar grated 50g parmesan (or vegetarian alternative), grated",884.0,38.0,41.0,87.09,https://www.bbcgoodfood.com/recipes/best-ever-macaroni-cheese-recipe,2026-05-12 00:50:19
bbc_good_food,sandwich,grilled cheese sandwich,Classic cheese scones,225g self-raising flour plus extra for dusting pinch of salt pinch of cayenne pepper 1 tsp baking powder 55g chilled butter cut into cubes 120g mature cheddar grated 90-100ml milk plus 1 tbsp for glazing,300.0,9.0,16.0,30.0,https://www.bbcgoodfood.com/recipes/classic-cheese-scones,2026-05-12 00:50:20
bbc_good_food,sandwich,grilled cheese sandwich,Cheese sauce,"500ml milk 4 tbsp plain flour 50g butter 100g grated strong cheddar (or 50g grated cheddar, 50g crumbled blue cheese)",219.0,8.0,14.0,14.0,https://www.bbcgoodfood.com/recipes/cheese-sauce,2026-05-12 00:50:24
bbc_good_food,sandwich,grilled cheese sandwich,Next-level cauliflower cheese,"1 large cauliflower cut into large florets 2 tbsp olive oil pinch of cayenne pepper 40g vegetarian Italian-style hard cheese finely grated 50g butter 40g plain flour 600ml whole milk 1 tsp mustard powder or English mustard 1 tsp yeast extract (optional) 150g extra mature cheddar most grated, some cubed grating of  nutmeg 3 tbsp  dried breadcrumbs (panko work well) 2 tbsp crispy onions",407.0,17.0,27.0,22.0,https://www.bbcgoodfood.com/recipes/next-level-cauliflower-cheese,2026-05-12 00:50:26
bbc_good_food,sandwich,grilled cheese sandwich,Eggy cheese crumpets,3 eggs 50ml milk 6 crumpets 250g cherry tomatoes halved drizzle of  vegetable oil 40g cheddar grated 2 small ripe  avocados sliced,545.0,26.0,30.0,39.0,https://www.bbcgoodfood.com/recipes/eggy-cheese-crumpets,2026-05-12 00:50:27
bbc_good_food,sandwich,grilled cheese sandwich,Cheese & bacon turnovers,"1 sheet ready-rolled  puff pastry 3 tbsp  soft cheese 1 tsp  Dijon mustard (optional) 6 rashers dry-cured  smoked bacon 100g  mature cheddar gruyère or Swiss cheese, grated 1 egg beaten",366.0,13.0,27.0,17.0,https://www.bbcgoodfood.com/recipes/cheese-bacon-turnovers,2026-05-12 00:50:29
bbc_good_food,sandwich,grilled cheese sandwich,Crispy grilled feta with saucy butter beans,500ml passata 2 x 400g cans  butter beans drained and rinsed 2 garlic cloves crushed 1 tsp dried  oregano plus a pinch 200g spinach 2 roasted red peppers sliced 1⁄2  lemon zested and juiced 100g block of  feta cut into chunks 1⁄2 tsp  olive oil 4 small  pittas,506.0,28.0,9.0,69.0,https://www.bbcgoodfood.com/recipes/crispy-grilled-feta-saucy-butter-beans,2026-05-12 00:50:30
