source_site,food_class,query,recipe_name,ingredients_text,calories,protein,fat,carbs,source_url,scraped_at
bbc_good_food,fries,french fries,French onion soup,50g butter 1 tbsp olive oil 1kg onions halved and thinly sliced 1 tsp sugar 4 garlic cloves thinly sliced 2 tbsp plain flour 250ml dry white wine 1.3l hot strongly-flavoured  beef stock 4-8 slices baguette (depending on size) 140g gruyère finely grated,618.0,26.0,27.0,59.0,https://www.bbcgoodfood.com/recipes/french-onion-soup,2026-05-12 00:38:38
bbc_good_food,fries,french fries,Beef stroganoff,1 tbsp olive oil 1 onion sliced 1 clove of  garlic 1 tbsp butter 250g/9oz mushrooms sliced 1 tbsp plain flour 500g/1lb 2oz fillet steak sliced 150g/5oz crème fraîche 1 tsp English mustard 100ml/3½fl oz beef stock ½ small pack of parsley chopped,438.0,30.0,31.0,8.0,https://www.bbcgoodfood.com/recipes/beef-stroganoff,2026-05-12 00:38:39
bbc_good_food,fries,french fries,Next level fried chicken,8 skinless boneless chicken thighs sunflower oil for deep-frying 2 tbsp paprika 2 tsp garlic granules 1 tsp chilli powder 1 tsp black pepper ½ tsp dried oregano 1 chicken stock cube 500ml whole milk 2 tbsp cider or white wine vinegar 1 egg 100g self-raising flour 100g cornflour ¼ tsp turmeric,556.0,33.0,25.0,47.0,https://www.bbcgoodfood.com/recipes/next-level-fried-chicken,2026-05-12 00:38:41
bbc_good_food,fries,french fries,French toast,"2 large eggs 80ml/2½fl oz whole milk 40ml/1½fl oz double cream 1 tsp vanilla extract ½ tsp cinnamon 4 thick slices brioche 2 tbsp/30ml vegetable oil 2 tbsp butter icing sugar and fresh berries, to serve (optional)",401.0,9.0,29.0,26.0,https://www.bbcgoodfood.com/recipes/french-toast,2026-05-12 00:38:46
bbc_good_food,fries,french fries,Prawn fried rice,250g long-grain brown rice 150g frozen peas 100g mangetout 1½ tbsp rapeseed oil 1 onion finely chopped 2 garlic cloves crushed thumb-sized piece of ginger finely grated 150g raw king prawns 3 medium eggs beaten 2 tsp sesame seeds 1 tbsp low-salt soy sauce ½ tbsp rice or white wine vinegar 4 spring onions trimmed and sliced,418.0,22.0,11.0,54.0,https://www.bbcgoodfood.com/recipes/prawn-fried-rice,2026-05-12 00:38:47
bbc_good_food,fries,french fries,Chorizo egg-fried rice,"75g chorizo finely chopped 1 bunch spring onions sliced, green and white parts separated 1 medium carrot grated (no need to peel) 2 garlic cloves crushed or finely grated 100g frozen peas ½ tsp vegetable or sunflower oil (optional) 300g cooked rice 2 eggs beaten soy sauce or crispy chilli oil to serve (optional)",325.0,16.0,13.0,34.0,https://www.bbcgoodfood.com/recipes/chorizo-egg-fried-rice,2026-05-12 00:38:49
bbc_good_food,fries,french fries,Pineapple fried rice,1½ tbsp sunflower or vegetable oil 2 eggs beaten 2 garlic cloves crushed small bunch of spring onions chopped 1⁄2 tsp Chinese five-spice powder 400g cooked long-grain rice 85g frozen peas 2 tsp sesame oil 2 tbsp low-salt soy sauce 400g fresh pineapple roughly chopped into chunks (about 1⁄2 medium pineapple),301.0,9.0,9.0,44.0,https://www.bbcgoodfood.com/recipes/pineapple-fried-rice,2026-05-12 00:38:51
bbc_good_food,fries,french fries,Chicken & ginger fried rice,"500g boneless, skinless chicken thighs cut into bite-size pieces 2 tbsp golden caster sugar 3 tbsp soy sauce ½ tbsp fish sauce 3 tbsp saké 30g ginger peeled and finely chopped 300g basmati rice 1 tbsp neutral-tasting oil such as vegetable 1 chicken stock cube 2 star anise 2 tsp sesame oil 1 tbsp sesame seeds 4 spring onions finely sliced 1 tbsp crispy chilli oil 2 tbsp crispy onions steamed broccoli (optional)",535.0,31.0,14.0,67.0,https://www.bbcgoodfood.com/recipes/chicken-ginger-fried-rice,2026-05-12 00:38:53
bbc_good_food,fries,french fries,Chicken & chorizo jambalaya,1 tbsp olive oil 2 chicken breasts chopped 1 onion diced 1 red pepper thinly sliced 2 garlic cloves crushed 75g chorizo sliced 1 tbsp Cajun seasoning 250g long grain rice 400g can plum tomato 350ml chicken stock,445.0,30.0,10.0,64.0,https://www.bbcgoodfood.com/recipes/chicken-chorizo-jambalaya,2026-05-12 00:38:55
bbc_good_food,fries,french fries,Pan-fried salmon,"2 x 150g smoked salmon fillets (about 4cm thick), skin on ½ tbsp olive oil 20g unsalted butter ½ lemon juiced",386.0,31.0,29.0,0.2,https://www.bbcgoodfood.com/recipes/pan-fried-salmon,2026-05-12 00:38:57
bbc_good_food,fries,french fries,Pan-fried chicken in mushroom sauce,"2 tbsp sunflower oil 6 large, free-range chicken legs halved at the joint so you have 6 thighs and 6 drumsticks 700ml/1¼ pts chicken stock (or water) 50g butter 1 onion finely diced 400g mixed wild mushrooms 300ml/½ pt dry white wine 284ml pot double cream",600.0,50.0,40.0,3.0,https://www.bbcgoodfood.com/recipes/pan-fried-chicken-mushroom-sauce,2026-05-12 00:38:59
bbc_good_food,fries,french fries,Pan-fried pork with crème fraîche & prunes,2 pork fillets (about 500g) thickly sliced into medallions 2 tbsp plain flour seasoned 25g butter 20 ready-to-eat pitted prunes 2 tbsp brandy 300ml white wine (see wine recommendation below) 1 tbsp Dijon mustard 1 tbsp redcurrant jelly 200ml tub   crème fraîche,600.0,31.0,34.0,35.0,https://www.bbcgoodfood.com/recipes/pan-fried-pork-creme-fraiche-prunes,2026-05-12 00:39:00
bbc_good_food,fries,french fries,French apple tart,"125g cold butter cubed 200g plain flour plus extra for dusting 1 tbsp golden caster sugar 1 egg beaten 1 ¾ kg (about 12) eating apples like Cox's, Russet or Granny Smith 50g golden caster sugar 1 tbsp calvados cognac or brandy (optional) 25g butter melted 3 tbsp apricot jam icing sugar to serve (optional)",410.0,5.0,17.0,56.0,https://www.bbcgoodfood.com/recipes/french-apple-tart,2026-05-12 00:39:05
bbc_good_food,fries,french fries,Sausage & soy fried rice,1 tbsp vegetable oil 4 spring onions finely sliced ½-1 red chilli finely chopped 3 garlic cloves finely grated 10g ginger peeled and finely grated 3 sausages chopped into bite-sized pieces 2 courgettes sliced into half-moons 200g frozen peas 750g cooked jasmine rice (either from leftovers or pouches) 2 tbsp low-sodium soy sauce 1 tsp sesame oil 10g coriander chopped (keep any leftover from the pack for the chicken traybake and tofu noodles) 1 tbsp black sesame seeds (optional),491.0,15.0,12.0,78.0,https://www.bbcgoodfood.com/recipes/sausage-soy-fried-rice,2026-05-12 00:39:07
bbc_good_food,fries,french fries,Salmon egg-fried rice,"thumb-sized piece ginger grated 1-2 garlic cloves grated 2 tbsp low-salt soy sauce ½ tbsp rice wine or sherry vinegar 2 tbsp vegetable oil 1 large carrot chopped into chunks 175g pack baby corn &amp; mangetout or sugar snap peas, chopped 2 skinless smoked salmon fillets 250g pouch cooked brown basmati rice 2 eggs hot sauce to serve",432.0,30.0,23.0,24.0,https://www.bbcgoodfood.com/recipes/salmon-egg-fried-rice,2026-05-12 00:39:10
bbc_good_food,fries,french fries,Fridge-raid fried rice,"2 tbsp vegetable oil 1 white onion finely chopped 1 carrot finely chopped 100g green beans chopped 1 red or yellow pepper finely chopped ½ medium broccoli chopped into small florets 150g cooked chicken (or any other meat), roughly chopped, optional 300g cold cooked rice 2 eggs beaten 1 tbsp sesame oil 1 tbsp oyster sauce 1 spring onion finely sliced 1 tsp toasted sesame seeds",388.0,20.0,20.0,29.0,https://www.bbcgoodfood.com/recipes/fridge-raid-fried-rice,2026-05-12 00:39:12
bbc_good_food,fries,french fries,Peanut butter-stuffed French toast,800g loaf white farmhouse bread 4 tbsp smooth peanut butter 3 eggs 1 tbsp sugar 50ml whole milk pinch of ground cinnamon 1 tsp vanilla extract 4 tbsp vegetable oil 5 tbsp condensed milk,695.0,24.0,27.0,85.0,https://www.bbcgoodfood.com/recipes/peanut-butter-stuffed-french-toast,2026-05-12 00:39:14
bbc_good_food,fries,loaded fries,Korean fried chicken burgers,4 skinless boneless chicken thighs fillets large piece of ginger finely grated 100g cornflour vegetable oil for frying 6 tbsp dark brown sugar 2 tbsp Korean chilli paste (gochujang) – see tip 2 tbsp soy sauce 2 large garlic cloves crushed small piece ginger grated 2 tsp sesame oil ½ white cabbage finely sliced 1 mooli shredded into thin strips 4 spring onions finely sliced small piece ginger grated 1 tsp golden caster sugar 1 garlic clove crushed 2 tbsp mayonnaise pinch of hot chilli powder 1 Little Gem lettuce divided into leaves 4 brioche or sesame seed burger buns split and lightly toasted,415.0,19.0,20.0,38.0,https://www.bbcgoodfood.com/recipes/korean-fried-chicken-burgers,2026-05-12 00:39:17
bbc_good_food,fries,loaded fries,Spiced fried rice with sausage,275g long-grain rice 2 eggs 4 tbsp garlic-infused oil 1 red pepper cut into 1cm cubes 2 carrots cut into 1cm cubes 6 cooked gluten-free pork sausages sliced on the diagonal 3 tbsp gluten-free soy sauce 2 tbsp curry powder 1 tsp ground turmeric 2 tsp caster sugar 100g frozen peas 1 bunch of spring onions greens finely chopped (use the white parts in another recipe),652.0,21.0,82.0,75.0,https://www.bbcgoodfood.com/recipes/spiced-fried-rice-with-sausage,2026-05-12 00:39:19
bbc_good_food,fries,loaded fries,Thai fried prawn & pineapple rice,"2 tsp sunflower oil bunch spring onions greens and whites separated, both sliced 1 green pepper deseeded and chopped into small chunks 140g pineapple chopped into bite-sized chunks 3 tbsp Thai green curry paste 4 tsp light soy sauce plus extra to serve 300g cooked basmati rice (brown, white or a mix - about 140g uncooked rice) 2 large eggs beaten 140g frozen peas 225g can bamboo shoots drained 250g frozen prawns cooked or raw 2-3 limes 1 juiced, the rest cut into wedges to serve handful coriander leaves (optional)",311.0,21.0,10.0,32.0,https://www.bbcgoodfood.com/recipes/thai-fried-prawn-pineapple-rice,2026-05-12 00:39:21
bbc_good_food,fries,loaded fries,Eggy fried rice,200g basmati rice (or use cooked rice) 85g carrot diced 1 tbsp vegetable oil 2 eggs 25g butter 2 large spring onions finely sliced 1 tbsp soy sauce 85g frozen pea,306.0,9.0,12.0,44.0,https://www.bbcgoodfood.com/recipes/eggy-fried-rice,2026-05-12 00:39:22
bbc_good_food,fries,loaded fries,Loaded potato skins,4 medium  baking potatoes 2 tsp  olive oil 2 rashers  streaky bacon 75g  soured cream 1 chopped spring onion or 2 tbsp finely chopped chives 75g  cheddar coarsely grated,343.0,12.0,14.0,40.0,https://www.bbcgoodfood.com/recipes/loaded-potato-skins,2026-05-12 00:39:24
bbc_good_food,fries,sweet potato fries,Sweet potato & peanut curry,1 tbsp coconut oil 1 onion chopped 2 garlic cloves grated thumb-sized piece ginger grated 3 tbsp Thai red curry paste (check the label to make sure it’s vegetarian/ vegan) 1 tbsp smooth peanut butter 500g/1lb 2oz sweet potato peeled and cut into chunks 400ml can coconut milk 200g/7oz bag spinach 1 lime juiced cooked rice to serve (optional) dry roasted peanuts to serve (optional),387.0,6.0,25.0,32.0,https://www.bbcgoodfood.com/recipes/satay-sweet-potato-curry,2026-05-12 00:39:33
bbc_good_food,fries,sweet potato fries,"Spinach, sweet potato & lentil dhal","1 tbsp sesame oil 1 red onion finely chopped 1 garlic clove crushed thumb-sized piece ginger peeled and finely chopped 1 red chilli finely chopped 1½ tsp ground turmeric 1½ tsp ground cumin 2 sweet potatoes (about 400g/14oz), cut into even chunks 250g red split lentils 600ml vegetable stock 80g bag of spinach 4 spring onions sliced on the diagonal, to serve ½ small pack of Thai basil leaves torn, to serve",397.0,18.0,5.0,65.0,https://www.bbcgoodfood.com/recipes/spinach-sweet-potato-lentil-dhal,2026-05-12 00:39:34
bbc_good_food,fries,sweet potato fries,Stir-fry chilli beef with sweet potato jackets,"2 sweet potatoes (about 175g each) 1 thick, lean rump sirloin steak trimmed of all fat (about 200g after trimming), thinly sliced 2 garlic cloves finely grated 2 tsp smoked paprika 1 tsp cold-pressed rapeseed oil 1 green pepper halved, deseeded and sliced 1 tsp cumin seeds 2 tomatoes cut into wedges 400g can black beans drained and rinsed 1 tsp vegetable bouillon powder handful of coriander chopped, plus extra whole leaves to serve 1 small avocado stoned, peeled, halved and chopped or mashed 1 lime cut into wedges",597.0,36.0,20.0,57.0,https://www.bbcgoodfood.com/recipes/stir-fry-chilli-beef-sweet-potato-jackets,2026-05-12 00:39:36
bbc_good_food,fries,sweet potato fries,Chicken and sweet potato traybake,"3 large sweet potatoes (about 900g), peeled and cut into large chunks oil for drizzling 6-8 chicken thighs, skin left on 2 red onions cut into wedges 25g sachet piri-piri spice mix (or a mild version, if you like) 300g long-stem broccoli",662.0,32.0,23.0,74.0,https://www.bbcgoodfood.com/recipes/piri-piri-chicken-smashed-sweet-potatoes-broccoli,2026-05-12 00:39:38
bbc_good_food,fries,sweet potato fries,Ultimate roast potatoes,"1kg Maris Piper potatoes 100g duck or goose fat (for a luxurious taste), or 100ml/3½fl oz olive oil 2 tsp flour sea salt flakes to serve",391.0,5.0,23.0,43.0,https://www.bbcgoodfood.com/recipes/ultimate-roast-potatoes,2026-05-12 00:39:40
bbc_good_food,fries,sweet potato fries,"Sesame salmon, purple sprouting broccoli & sweet potato mash",1 ½ tbsp sesame oil 1 tbsp low-salt soy sauce thumb-sized piece ginger grated 1 garlic clove crushed 1 tsp honey 2 sweet potatoes scrubbed and cut into wedges 1 lime cut into wedges 2 salmon fillets 250g purple sprouting broccoli 1 tbsp sesame seeds 1 red chilli thinly sliced (deseeded if you don't like it too hot),463.0,32.0,22.0,29.0,https://www.bbcgoodfood.com/recipes/sesame-salmon-purple-sprouting-broccoli-sweet-potato-mash,2026-05-12 00:39:41
bbc_good_food,fries,sweet potato fries,Lentil & sweet potato curry,"2 tbsp vegetable or olive oil 1 red onion chopped 1 tsp cumin seeds 1 tsp mustard seeds (any colour) 1 tbsp medium curry powder 100g red or green lentil or a mixture 2 medium  sweet potatoes peeled and cut into chunks 500ml vegetable stock 400g can chopped tomato 400g can chickpea drained ¼ small pack coriander (optional) natural yogurt and naan bread, to serve",613.0,27.0,18.0,91.0,https://www.bbcgoodfood.com/recipes/lentil-sweet-potato-curry,2026-05-12 00:39:45
bbc_good_food,fries,sweet potato fries,Roasted sweet potato & carrot soup,500g sweet potatoes peeled and cut into chunks 300g carrots peeled and cut into chunks 3 tbsp olive oil 2 onions finely chopped 2 garlic cloves crushed 1l vegetable stock 100ml crème fraîche plus extra to serve,419.0,11.0,19.0,45.0,https://www.bbcgoodfood.com/recipes/roasted-sweet-potato-carrot-soup,2026-05-12 00:39:47
bbc_good_food,fries,sweet potato fries,Veggie shepherd's pie with sweet potato mash,"1 tbsp olive oil 1 large onion halved and sliced 2 large carrots (500g/1lb 2oz in total), cut into sugar-cube size pieces 2 tbsp thyme chopped 200ml red wine 400g can chopped tomatoes 2 vegetable stock cubes 410g can green lentils 950g sweet potatoes peeled and cut into chunks 25g butter 85g vegetarian mature cheddar grated",540.0,16.0,16.0,66.0,https://www.bbcgoodfood.com/recipes/veggie-shepherds-pie-sweet-potato-mash,2026-05-12 00:39:49
bbc_good_food,fries,sweet potato fries,Chipotle sweet potato & black bean stew with cheddar dumplings,vegetable oil for frying 1 large red onion finely sliced 250g bag diced butternut squash and sweet potato 400g can chopped tomatoes 2 x 400g cans chilli black beans or chilli kidney beans 3 tbsp chipotle chilli paste 125g self-raising flour 60g unsalted butter cubed 70g mature cheddar grated 1 large green jalapeño finely sliced (optional),547.0,18.0,23.0,60.0,https://www.bbcgoodfood.com/recipes/chipotle-sweet-potato-black-bean-stew-cheddar-dumplings,2026-05-12 00:39:51
bbc_good_food,fries,sweet potato fries,Oven-roasted sweet potato & courgette tortilla,"2 medium sweet potatoes (500g), peeled and thinly sliced 1 onion thinly sliced 1 courgette thinly sliced 2 tbsp olive oil 6 eggs 50g crème fraîche 30g manchego or vegetarian alternative, grated 1 tbsp chopped chives green salad to serve",379.0,15.0,21.0,29.0,https://www.bbcgoodfood.com/recipes/oven-roasted-sweet-potato-courgette-tortilla,2026-05-12 00:39:53
bbc_good_food,fries,sweet potato fries,Sweet potato & lentil soup,"2 tsp medium curry powder 3 tbsp olive oil 2 onions grated 1 eating apple peeled, cored and grated 3 garlic cloves crushed 20g pack coriander stalks chopped thumb-size piece fresh root ginger grated 800g sweet potatoes 1.2l low-sodium vegetable stock 100g red lentils 300ml milk juice 1 lime",297.0,9.0,9.0,42.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,2026-05-12 00:39:55
bbc_good_food,fries,sweet potato fries,"Creamy salmon, leek & potato traybake","250g baby potatoes thickly sliced 2 tbsp olive oil 1 leek halved, washed and sliced 1 garlic clove crushed 70ml double cream 1 tbsp capers plus extra to serve 1 tbsp chives plus extra to serve 2 skinless salmon fillets mixed rocket salad to serve (optional)",696.0,39.0,50.0,19.0,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,2026-05-12 00:39:57
bbc_good_food,fries,sweet potato fries,Sausage & sweet potato traybake,2 red onions peeled and quartered 2 corn cobs cut into 4-6 pieces 1 mango stoned and chopped 2 large sweet potatoes cut into wedges 8-12 pork sausages 2 tsp ground cumin 2 tsp paprika 2 tsp fennel seeds 2 tsp dried oregano 2 tbsp barbecue sauce 2 tbsp olive oil (or vegetable or rapeseed oil) coriander chopped chillies chopped,431.0,15.0,23.0,36.0,https://www.bbcgoodfood.com/recipes/sausage-sweet-potato-traybake,2026-05-12 00:39:58
bbc_good_food,fries,sweet potato fries,Sweet potato & cauliflower lentil bowl,"1 large sweet potato skin left on, scrubbed and cut into medium chunks 1 cauliflower cut into large florets, stalk diced 1 tbsp garam masala 3 tbsp groundnut oil 2 garlic cloves 200g puy lentils thumb-sized piece ginger grated 1 tsp Dijon mustard 1½ limes juiced 2 carrots ¼ red cabbage ½ small pack coriander",350.0,15.0,11.0,41.0,https://www.bbcgoodfood.com/recipes/sweet-potato-cauliflower-lentil-bowl,2026-05-12 00:40:00
bbc_good_food,fries,sweet potato fries,Sweet & sour chicken,"sunflower or vegetable oil for frying 100ml soda water chilled 140g self-raising flour 25g cornflour 4 skinless, boneless chicken breasts cut into chunks spring onions finely shredded, to serve 1 red pepper deseeded and chopped into chunks 3 red chillies 1 cut into chunks, 2 halved and deseeded 425g can pineapple chunks, drained and juice reserved 4 star anise 50g tamarind paste 100g caster sugar 100ml rice wine vinegar or Chinese vinegar",654.0,38.0,20.0,82.0,https://www.bbcgoodfood.com/recipes/sweet-sour-chicken,2026-05-12 00:40:01
bbc_good_food,fries,sweet potato fries,Chicken & sweet potato curry,"1 tbsp sunflower oil 1 onion chopped 450g boneless, skinless chicken thigh cut into bite-sized pieces 165g jar korma paste 2 garlic cloves crushed 500g sweet potato cut into small chunks 400g can chopped tomato 100g baby spinach basmati rice to serve",373.0,26.0,13.0,35.0,https://www.bbcgoodfood.com/recipes/chicken-sweet-potato-curry,2026-05-12 00:40:03
bbc_good_food,fries,sweet potato fries,Moroccan chicken with sweet potato mash,"1kg sweet potatoes cubed 2 tsp ras-el-hanout or a mix of ground cinnamon and cumin 4 skinless, boneless chicken breasts 2 tbsp olive oil 1 onion thinly sliced 1 fat garlic clove crushed 200ml chicken stock 2 tsp clear honey juice &frac12; lemon handful green olives pitted or whole 20g pack coriander leaves chopped",460.0,39.0,9.0,59.0,https://www.bbcgoodfood.com/recipes/moroccan-chicken-sweet-potato-mash,2026-05-12 00:40:06
bbc_good_food,fries,sweet potato fries,Sweet potato & coconut curry,4 tbsp olive oil 2 large onions halved and sliced 3 garlic cloves crushed thumb-sized piece root ginger peeled 1 tsp paprika ½ tsp cayenne 2 red chillies deseeded and sliced 2 red peppers deseeded and sliced 250g red cabbage shredded 1kg sweet potatoes peeled and chopped into chunks 300g passata 400ml coconut milk 2 tbsp peanut butter small bunch fresh  coriander chopped cooked  couscous (or gluten-free alternative),434.0,6.0,22.0,47.0,https://www.bbcgoodfood.com/recipes/sweet-potato-coconut-curry,2026-05-12 00:40:07
bbc_good_food,fries,air fryer chips,Air fryer pork chops,4 pork chops ½ tbsp sunflower or vegetable oil ½ tsp dried oregano ½ tsp paprika ½ tsp mustard powder ½ tsp onion powder 25g parmesan finely grated cooked greens and peas to serve (optional),404.0,41.0,27.0,0.3,https://www.bbcgoodfood.com/recipes/air-fryer-pork-chops,2026-05-12 00:40:11
bbc_good_food,fries,air fryer chips,Air fryer lamb chops,"1½ tbsp olive oil 2 garlic cloves finely grated 1 tbsp chopped fresh herbs such as rosemary, thyme or oregano 8 lamb chops chopped fresh parsley to serve (optional)",542.0,41.0,42.0,0.4,https://www.bbcgoodfood.com/recipes/air-fryer-lamb-chops,2026-05-12 00:40:14
bbc_good_food,fries,air fryer chips,Vintage chocolate chip cookies,150g salted butter softened 80g light brown muscovado sugar 80g granulated sugar 2 tsp vanilla extract 1 large egg 225g plain flour ½ tsp bicarbonate of soda ¼ tsp salt 200g plain chocolate chips or chunks,121.0,1.3,6.3,14.7,https://www.bbcgoodfood.com/recipes/vintage-chocolate-chip-cookies,2026-05-12 00:40:15
bbc_good_food,fries,air fryer chips,Chocolate chip muffins,250g self-raising flour 1 tsp bicarbonate of soda 150g chocolate chips 100g golden caster sugar 2 eggs lightly beaten 150ml natural yogurt 100g unsalted butter melted,263.0,5.0,13.0,31.0,https://www.bbcgoodfood.com/recipes/chocolate-chip-muffins,2026-05-12 00:40:20
bbc_good_food,fries,air fryer chips,Air fryer muffins,60ml vegetable oil 75g natural yogurt 1 egg 2 tbsp milk 100g golden caster sugar 150g self-raising flour ¼ tsp bicarbonate of soda 75g blueberries chocolate chips or dried fruit,208.0,3.0,9.0,28.0,https://www.bbcgoodfood.com/recipes/air-fryer-muffins,2026-05-12 00:40:22
bbc_good_food,fries,air fryer chips,Air fryer banana bread,150ml sunflower or vegetable oil plus extra for the tin 150g caster sugar 150g self-raising flour 1 tsp baking powder 2 eggs 2 overripe bananas 50g pecans chopped (optional) 50g chocolate chips (optional),231.0,2.0,13.0,25.0,https://www.bbcgoodfood.com/recipes/air-fryer-banana-bread,2026-05-12 00:40:23
bbc_good_food,fries,air fryer chips,Air-fryer roast chicken,2.25kg  whole chicken 3 tbsp vegetable oil 1 tsp smoked paprika 1 tsp dried mixed herbs 1 tsp garlic granules,409.0,43.0,26.0,0.3,https://www.bbcgoodfood.com/recipes/air-fryer-roast-chicken,2026-05-12 00:40:25
bbc_good_food,fries,air fryer chips,Air fryer steak,2 rib-eye steaks around 260g each and 3cm thick 1 tsp oil,523.0,46.0,37.0,,https://www.bbcgoodfood.com/recipes/air-fryer-steak,2026-05-12 00:40:26
bbc_good_food,fries,air fryer chips,Air fryer baked potatoes,"4 baking potatoes (about 250g each) ½ tbsp  sunflower oil toppings of your choice such as butter, cheese, baked beans or tuna mayonnaise",206.0,5.0,2.0,40.0,https://www.bbcgoodfood.com/recipes/air-fryer-baked-potatoes,2026-05-12 00:40:28
bbc_good_food,fries,air fryer chips,Air fryer salmon,"1 tsp  salt 1 tsp  pepper 1 tsp  mixed herbs 1 tsp  garlic granules (optional) 4 salmon fillets (we used 4 x 130g fillets), skin on or removed ½ tbsp  olive oil cooked seasonal greens and grains such as quinoa or brown rice, to serve (optional)",264.0,27.0,17.0,0.1,https://www.bbcgoodfood.com/recipes/air-fryer-salmon,2026-05-12 00:40:30
bbc_good_food,fries,air fryer chips,Air fryer crispy chilli beef,"250g thin-cut minute steak thinly sliced into strips 2 tbsp cornflour 2 tbsp vegetable oil plus a drizzle 2 garlic cloves crushed thumb-sized piece of ginger peeled and cut into matchsticks 1 red chilli thinly sliced 1 red pepper cut into chunks 4 spring onions sliced, green and white parts separated 4 tbsp rice wine vinegar or white wine vinegar 1 tbsp soy sauce 2 tbsp sweet chilli sauce 2 tbsp tomato ketchup ½ tsp Chinese five-spice powder 2 tsp soy sauce 1 tsp sesame oil 1 tsp caster sugar",440.0,31.0,19.0,34.0,https://www.bbcgoodfood.com/recipes/air-fryer-crispy-chilli-beef,2026-05-12 00:40:32
bbc_good_food,fries,air fryer chips,Air fryer gyros,"3 boneless and skinless chicken thighs cut into bite-sized pieces 150g oven fries or chips 1 tomato halved and sliced 1 small red onion finely sliced 125g Greek yogurt ½ lemon zested and juiced 1 ½ tbsp olive oil 1 garlic clove finely grated 1 tsp ground coriander 1 tsp ground cumin 1 tsp smoked paprika 1 ½ tsp dried mixed herbs ¼ cucumber finely chopped 80g Greek yogurt 1 very small garlic clove or half a clove, finely grated 8 mint leaves chopped",725.0,33.0,33.0,70.0,https://www.bbcgoodfood.com/recipes/air-fryer-gyros,2026-05-12 00:40:34
bbc_good_food,fries,air fryer chips,Air fryer bacon,6 rashers  streaky bacon or 3 rashers back bacon,74.0,6.0,6.0,,https://www.bbcgoodfood.com/recipes/air-fryer-bacon,2026-05-12 00:40:35
bbc_good_food,fries,air fryer chips,Air fryer chicken breasts,"4 chicken breasts ½ tbsp  rapeseed oil 1 tsp  salt 1 ½ tsp  garlic granules 1 tsp  smoked sweet paprika 2 tsp  mixed herbs ½ tsp  pepper steamed rice and greens such as broccoli or green beans or a green salad, to serve (optional)",215.0,38.0,7.0,1.0,https://www.bbcgoodfood.com/recipes/air-fryer-chicken-breasts,2026-05-12 00:40:36
bbc_good_food,fries,air fryer chips,Chocolate chip banana bread,"140g unsalted butter softened, plus extra for the tin 140g golden caster sugar 2 eggs beaten 1 tsp vanilla extract 140g self-raising flour 1 tsp baking powder 3 ripe bananas peeled and mashed 100g chocolate chips",306.0,4.0,17.0,34.0,https://www.bbcgoodfood.com/recipes/chocolate-chip-banana-bread,2026-05-12 00:40:38
bbc_good_food,fries,air fryer chips,Air fryer chicken thighs,1 tsp paprika ½ tsp  mixed herbs ½ tsp  garlic granules (optional) 4 chicken thighs bone in 1 tsp olive oil,111.0,11.0,8.0,,https://www.bbcgoodfood.com/recipes/air-fryer-chicken-thighs,2026-05-12 00:40:40
bbc_good_food,fries,air fryer chips,Air fryer pork joint,1-1.5 kg boneless pork leg or shoulder ½ tbsp vegetable or sunflower oil apple sauce to serve (optional),358.0,50.0,17.0,,https://www.bbcgoodfood.com/recipes/air-fryer-pork-joint,2026-05-12 00:40:42
bbc_good_food,fries,air fryer chips,Easy chocolate chip cookies,120g butter softened 75g light brown sugar 75g golden caster sugar 1 medium egg 1 tsp vanilla extract 180g plain flour ½ tsp bicarbonate of soda 150g dark chocolate cut into chunks,308.0,3.0,16.0,35.0,https://www.bbcgoodfood.com/recipes/chocolate-chunk-cookies,2026-05-12 00:40:44
bbc_good_food,fries,air fryer chips,Air fryer meatballs,"4 good-quality sausages 500g beef mince ½ onion or 1 shallot, very finely chopped 50g parmesan finely grated 50g fresh breadcrumbs handful parsley finely chopped 1 egg beaten",82.0,6.0,6.0,2.0,https://www.bbcgoodfood.com/recipes/air-fryer-meatballs,2026-05-12 00:40:45
bbc_good_food,fries,air fryer chips,Air fryer cheese & ham toastie,20g butter softened 2 slices  sourdough or other bread ½ tsp English mustard 50g grated  mature cheddar or gruyère 1 tbsp chopped  chives (optional) 1 thick slice of  ham,627.0,27.0,38.0,43.0,https://www.bbcgoodfood.com/recipes/air-fryer-cheese-ham-toastie,2026-05-12 00:40:47
bbc_good_food,fries,air fryer chips,Air fryer sausages,6 sausages of your choice,120.0,6.0,9.0,4.0,https://www.bbcgoodfood.com/recipes/air-fryer-sausages,2026-05-12 00:40:51
bbc_good_food,fries,homemade chips,Homemade apple pie,1kg Bramley apples 140g golden caster sugar ½ tsp cinnamon 3 tbsp flour 225g butter room temperature 50g golden caster sugar plus extra 2 eggs 350g plain flour preferably organic softly whipped cream to serve,547.0,7.0,25.0,71.0,https://www.bbcgoodfood.com/recipes/ultimate-apple-pie,2026-05-12 00:40:57
